,name,t0,t1,armor,artist,attack,cardClass,classes,collectible,collectionText,cost,dbfId,durability,elite,entourage,faction,flavor,health,hideStats,howToEarn,howToEarnGolden,id,mechanics,multiClassGroup,overload,playRequirements,playerClass,race,rarity,referencedTags,set,spellDamage,targetingArrowText,text,type,card_class_num,cardwin,w,winrates
68,Arcanologist,-10.1189880371,59.4814796448,,Eva Widermann,2.0,MAGE,,1.0,,2.0,41153.0,,,,,What did you draw? Shhhh… it’s a secret.,3.0,,,,UNG_020,[BATTLECRY],,,,MAGE,,COMMON,[SECRET],UNGORO,,,<b>Battlecry:</b> Draw a <b>Secret</b> from your deck.,MINION,9,12223.0,23056,0.530143997224
69,Arcanosmith,13.4854841232,4.62929725647,,Anton Zemskov,3.0,NEUTRAL,,1.0,,4.0,39491.0,,,,,"He’s really just a Blacksmith, but he thought the fancy title would bring in more business.",2.0,,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",KAR_710,[BATTLECRY],,,,NEUTRAL,,COMMON,[TAUNT],KARA,,,<b>Battlecry:</b> Summon a 0/5 minion with <b>Taunt</b>.,MINION,0,56.0,171,0.327485380117
70,Arch-Thief Rafaam,-3.34748506546,24.2446041107,,Alex Horley Orlandelli,7.0,NEUTRAL,,1.0,,9.0,2964.0,,1.0,,,He's very good at retrieving artifacts.  From other people's museums.,8.0,,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",LOE_092,[BATTLECRY],,,,NEUTRAL,,LEGENDARY,[DISCOVER],LOE,,,<b>Battlecry: Discover</b> a powerful Artifact.,MINION,0,117.0,220,0.531818181818
71,Archbishop Benedictus,-33.0809783936,22.8985710144,,Evgeniy Dlinnov,4.0,PRIEST,,1.0,,7.0,42633.0,,1.0,,,Nobody expects the Archbishop's Benediction!,6.0,,,,ICC_215,[BATTLECRY],,,,PRIEST,,LEGENDARY,,ICECROWN,,,<b>Battlecry:</b> Shuffle a copy of your opponent's deck into your deck.,MINION,4,95.0,175,0.542857142857
72,Archmage,-5.96259975433,9.85361289978,,Steve Ellis,4.0,NEUTRAL,,1.0,,6.0,525.0,,,,ALLIANCE,You earn the title of Archmage when you can destroy anyone who calls you on it.,7.0,,,Unlocked at Mage Level 57.,CS2_155,[SPELLPOWER],,,,NEUTRAL,,FREE,,CORE,1.0,,<b>Spell Damage +1</b>,MINION,0,42.0,94,0.446808510638
73,Archmage Antonidas,-11.3112354279,53.5163726807,,Wayne Reynolds,5.0,MAGE,,1.0,,7.0,1080.0,,1.0,,,"Antonidas was the Grand Magus of the Kirin Tor, and Jaina's mentor.  This was a big step up from being Grand Magus of Jelly Donuts.",7.0,,,,EX1_559,,,,,MAGE,,LEGENDARY,,EXPERT1,,,"Whenever you cast a spell, add a 'Fireball' spell to your hand.",MINION,9,3028.0,4813,0.629129441097
74,Arfus,-28.1399421692,6.40658187866,,Zoltan Boros,2.0,NEUTRAL,,1.0,,4.0,45366.0,,1.0,"[ICC_314t2, ICC_314t3, ICC_314t4, ICC_314t5, ICC_314t7, ICC_314t8, ICC_314t6, ICC_314t1]",,There must always be a Lick King.,2.0,,,,ICC_854,[DEATHRATTLE],,,,NEUTRAL,BEAST,LEGENDARY,,ICECROWN,,,<b>Deathrattle:</b> Add a random <b>Death Knight</b> card to your hand.,MINION,0,170.0,397,0.428211586902
75,Argent Commander,19.5562381744,-22.2348899841,,James Ryman,4.0,NEUTRAL,,1.0,,6.0,281.0,,,,,"The Argent Dawn stands vigilant against the Scourge, as well as people who cut in line at coffee shops.",2.0,,,,EX1_067,"[CHARGE, DIVINE_SHIELD]",,,,NEUTRAL,,RARE,,EXPERT1,,,"<b>Charge</b>
<b>Divine Shield</b>",MINION,0,487.0,986,0.493914807302
76,Argent Horserider,-25.0115871429,-15.0557050705,,Evgeniy Zagumennyy,2.0,NEUTRAL,,1.0,,3.0,2490.0,,,,,His horse's name is Betsy.,1.0,,,,AT_087,"[CHARGE, DIVINE_SHIELD]",,,,NEUTRAL,,COMMON,,TGT,,,"<b>Charge</b>
<b>Divine Shield</b>",MINION,0,6570.0,13204,0.497576491972
77,Argent Lance,26.0831718445,-26.8824043274,,Joe Wilson,2.0,PALADIN,,1.0,,2.0,2720.0,2.0,,,,"The stripes make it look like a candy cane, but we recommend against licking it.",,,,,AT_077,[BATTLECRY],,,,PALADIN,,RARE,,TGT,,,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, +1 Durability.",WEAPON,1,76.0,177,0.429378531073
78,Argent Protector,27.4427471161,-28.1646289825,,Doug Alexander,2.0,PALADIN,,1.0,,2.0,1022.0,,,,,"""I'm not saying you can dodge fireballs.  I'm saying with this shield, you won't have to.""",2.0,,,,EX1_362,[BATTLECRY],,,"{u'REQ_NONSELF_TARGET': 0, u'REQ_FRIENDLY_TARGET': 0, u'REQ_MINION_TARGET': 0, u'REQ_TARGET_IF_AVAILABLE': 0}",PALADIN,,COMMON,[DIVINE_SHIELD],EXPERT1,,Give <b>Divine Shield</b>.,<b>Battlecry:</b> Give a friendly minion <b>Divine Shield</b>.,MINION,1,642.0,1320,0.486363636364
79,Argent Squire,-25.5829544067,-14.6020088196,,Zoltan & Gabor,1.0,NEUTRAL,,1.0,,1.0,757.0,,,,ALLIANCE,"""I solemnly swear to uphold the Light, purge the world of darkness, and to eat only burritos."" - The Argent Dawn Oath",1.0,,,,EX1_008,[DIVINE_SHIELD],,,,NEUTRAL,,COMMON,,EXPERT1,,,<b>Divine Shield</b>,MINION,0,12801.0,25183,0.508319104158
80,Argent Watchman,4.54579162598,-0.12173768878,,Benjamin Zhang,2.0,NEUTRAL,,1.0,,2.0,2505.0,,,,,Who argent watches the Argent Watchman?,4.0,,,,AT_109,"[CANT_ATTACK, INSPIRE]",,,,NEUTRAL,,RARE,,TGT,,,"Can't attack.
<b>Inspire:</b> Can attack as normal this turn.",MINION,0,6.0,13,0.461538461538
81,Armor Plating,-12.5645837784,8.14592075348,,Nutchapol Thitinunthakorn,,NEUTRAL,,,,1.0,2151.0,,,,,,,,,,PART_001,,,,"{u'REQ_MINION_TARGET': 0, u'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,,GVG,,,Give a minion +1 Health.,SPELL,0,66.0,140,0.471428571429
82,Armor Up!,15.0373973846,35.7506866455,,,,WARRIOR,,,,2.0,725.0,,,,,,,,,,CS2_102,,,,,WARRIOR,,FREE,,CORE,,,"<b>Hero Power</b>
Gain 2 Armor.",HERO_POWER,7,49536.0,121614,0.407321525482
83,Armored Warhorse,-8.99581813812,-16.7122783661,,Edouard Guiton & Tony Washington,5.0,NEUTRAL,,1.0,,4.0,2627.0,,,,,Yep.  It's a horse... wearing armor... going to war.,3.0,,,,AT_108,[BATTLECRY],,,,NEUTRAL,BEAST,RARE,[CHARGE],TGT,,,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, gain <b>Charge</b>.",MINION,0,31.0,70,0.442857142857
84,Armorsmith,8.91071414948,36.4507865906,,Greg Hildebrandt,1.0,WARRIOR,,1.0,,2.0,596.0,,,,,She accepts guild funds for repairs!,4.0,,,,EX1_402,,,,,WARRIOR,,RARE,,EXPERT1,,,"Whenever a friendly minion takes damage, gain 1 Armor.",MINION,7,4822.0,9020,0.534589800443
85,Army of the Dead,-28.5083675385,7.83316802979,,Dave Allsop,,DEATHKNIGHT,,,,6.0,42586.0,,,,,,,,,,ICC_314t2,,,,,DEATHKNIGHT,,,,ICECROWN,,,Remove the top 5 cards of your deck. Summon any minions removed.,SPELL,10,93.0,235,0.395744680851
86,Arrogant Crusader,30.839635849,-27.1966762543,,Anton Zemskov,5.0,PALADIN,,1.0,,4.0,42462.0,,,,,"To be honest, he was kind of a jerk even BEFORE he was bitten by that ghoul.",2.0,,,,ICC_034,[DEATHRATTLE],,,,PALADIN,,RARE,,ICECROWN,,,"<b>Deathrattle:</b> If it's your opponent's turn, summon a 2/2 Ghoul.",MINION,1,25.0,53,0.471698113208
87,Assassin's Blade,28.5078277588,21.0425491333,,Brian Huang,3.0,ROGUE,,1.0,,5.0,421.0,4.0,,,,Guaranteed to have been owned by a real assassin.   Certificate of authenticity included.,,,Unlocked at Level 2.,Unlocked at Level 32.,CS2_080,,,,,ROGUE,,FREE,,CORE,,,,WEAPON,8,80.0,194,0.412371134021
88,Assassinate,30.5671920776,22.4757595062,,Glenn Rane,,ROGUE,,1.0,,5.0,345.0,,,,,"If you don't want to be assassinated, move to the Barrens and change your name. Good luck!",,,Unlocked at Level 1.,Unlocked at Level 47.,CS2_076,,,,"{u'REQ_TARGET_TO_PLAY': 0, u'REQ_MINION_TARGET': 0, u'REQ_ENEMY_TARGET': 0}",ROGUE,,FREE,,CORE,,,Destroy an enemy minion.,SPELL,8,188.0,512,0.3671875
89,Astral Communion,4.29461479187,-37.6344947815,,Christopher Moeller,,DRUID,,1.0,,4.0,2785.0,,,,,Hey!  Moon!  Can I have some mana crystals?,,,,,AT_043,,,,,DRUID,,EPIC,,TGT,,,Gain 10 Mana Crystals. Discard your hand.,SPELL,5,111.0,257,0.431906614786
90,Atiesh,16.9140167236,-4.06092596054,,,1.0,NEUTRAL,,,,3.0,40360.0,3.0,,,,,,,,,KAR_097t,,,,,NEUTRAL,,,,KARA,,,"[x]After you cast a spell,
summon a random
minion of that Cost.
Lose 1 Durability.",WEAPON,0,3.0,4,0.75
91,Auchenai Soulpriest,-26.7380447388,29.2336425781,,Doug Alexander,3.0,PRIEST,,1.0,,4.0,237.0,,,,,"The Auchenai know the end is coming, but they're not sure when.",5.0,,,,EX1_591,[AURA],,,,PRIEST,,RARE,,EXPERT1,,,Your cards and powers that restore Health now deal damage instead.,MINION,4,1833.0,3734,0.490894483128
92,Auctionmaster Beardo,-20.403553009,12.8886137009,,Matt Dixon,3.0,NEUTRAL,,1.0,,3.0,40605.0,,1.0,,,"Gadgetzan has always run an under-the-table auction house, and business has been PRETTY good for Beardo since the population explosion.  And since the explosion that destroyed the competing auction houses in the city.",4.0,,,,CFM_807,,,,,NEUTRAL,,LEGENDARY,,GANGS,,,"After you cast a spell, refresh your Hero Power.",MINION,0,52.0,106,0.490566037736
93,Avalanche,36.1354942322,4.76522445679,,Zoltan Boros,,SHAMAN,,1.0,,4.0,42747.0,,,,,One of our more snowbally cards.,,,,,ICC_078,[FREEZE],,,"{u'REQ_MINION_TARGET': 0, u'REQ_TARGET_TO_PLAY': 0}",SHAMAN,,RARE,,ICECROWN,,,<b>Freeze</b> a minion and deal $3 damage to adjacent ones.,SPELL,6,7.0,23,0.304347826087
94,Avenge,33.1056900024,-37.4536094666,,Zoltan & Gabor,,PALADIN,,1.0,,1.0,1804.0,,,,,"Several paladins have joined together to deliver justice under the name ""Justice Force"".  Their lawyer talked them out of calling themselves the Justice League.",,,"Unlocked in Frostwyrm Lair, in the Naxxramas adventure.","Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.",FP1_020,[SECRET],,,,PALADIN,,COMMON,,NAXX,,,"<b>Secret:</b> When one of your minions dies, give a random friendly minion +3/+2.",SPELL,1,1249.0,2071,0.603090294544
95,Avenging Wrath,26.0399951935,-31.7781906128,,Alex Garner,,PALADIN,,1.0,,6.0,1174.0,,,,,Wham! Wham! Wham! Wham! Wham! Wham! Wham! Wham!,,,,,EX1_384,[ImmuneToSpellpower],,,,PALADIN,,EPIC,,EXPERT1,,,Deal $8 damage randomly split among all enemies.,SPELL,1,226.0,444,0.509009009009
96,Avian Watcher,-29.0028343201,-26.5443248749,,Jim Nelson,3.0,NEUTRAL,,1.0,,5.0,39489.0,,,,,He mostly watches light romantic comedies.,6.0,,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",KAR_037,[BATTLECRY],,,,NEUTRAL,,RARE,"[SECRET, TAUNT]",KARA,,,"<b>Battlecry:</b> If you control a <b>Secret</b>, gain +1/+1
and <b>Taunt</b>.",MINION,0,141.0,282,0.5
97,Aviana,5.61164045334,-40.2595596313,,Velvet Engine,5.0,DRUID,,1.0,,9.0,2796.0,,1.0,,,"Call her ""Tweety"".  She'll find it real funny.  I PROMISE.",5.0,,,,AT_045,[AURA],,,,DRUID,,LEGENDARY,,TGT,,,Your minions cost (1).,MINION,5,874.0,1215,0.719341563786
98,Awaken the Makers,-32.718421936,17.8440265656,,Konstantin Turovec,,PRIEST,,1.0,,1.0,41494.0,,1.0,,,They keep hitting the Snooze button.,,,,,UNG_940,[QUEST],,,,PRIEST,,LEGENDARY,[DEATHRATTLE],UNGORO,,,"<b>Quest:</b> Summon
7 <b>Deathrattle</b> minions.<b>
Reward:</b> Amara, Warden of Hope.",SPELL,4,514.0,1356,0.379056047198
99,Axe Flinger,14.6331529617,29.7930259705,,Efrem Palacios,2.0,WARRIOR,,1.0,,4.0,2297.0,,,,,"Once a lowly ""Stick Flinger"", he's been relentless on the path to his ultimate dream: ""Tauren Flinger"".",5.0,,"Unlocked in Molten Core, in the Blackrock Mountain adventure.","Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",BRM_016,,,,,WARRIOR,,COMMON,,BRM,,,"Whenever this minion takes damage, deal 2 damage to the enemy hero.",MINION,7,91.0,191,0.476439790576
100,Aya Blackpaw,35.7916412354,-2.81045007706,,Glenn Rane,5.0,NEUTRAL,"[DRUID, ROGUE, SHAMAN]",1.0, <b>Battlecry and Deathrattle:</b> Summon a <b>Jade Golem</b>.,6.0,40596.0,,1.0,,,"Though young, Aya took over as the leader of Jade Lotus through her charisma and strategic acumen when her predecessor was accidentally crushed by a jade golem.",3.0,,,,CFM_902,"[BATTLECRY, DEATHRATTLE, JADE_GOLEM]",JADE_LOTUS,,,NEUTRAL,,LEGENDARY,,GANGS,,,<b>Battlecry and Deathrattle:</b> Summon a{1} {0} <b>Jade Golem</b>.,MINION,0,11596.0,19438,0.596563432452
101,Azure Drake,-10.029378891,22.78673172,,Benjamin Zhang,4.0,NEUTRAL,,1.0,,5.0,825.0,,,,,"They initially planned to be the Beryl or Cerulean drakes, but those felt a tad too pretentious.",4.0,,,,EX1_284,"[BATTLECRY, SPELLPOWER]",,,,NEUTRAL,DRAGON,RARE,,HOF,1.0,,<b>Spell Damage +1</b>. <b>Battlecry:</b> Draw a card.,MINION,0,39356.0,75699,0.519901187598
102,Babbling Book,-12.3307542801,55.3057937622,,A.J. Nazzaro,1.0,MAGE,,1.0,,1.0,39169.0,,,,,"His idol is the Green Hills of Stranglethorn, and he won't shut up about it.",1.0,,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",KAR_009,[BATTLECRY],,,,MAGE,,RARE,,KARA,,,<b>Battlecry:</b> Add a random Mage spell to your hand.,MINION,9,9498.0,19359,0.490624515729
103,Backroom Bouncer,6.85092687607,-12.160733223,,Paul Mafayon,4.0,NEUTRAL,,1.0,,4.0,40931.0,,,,,"""WHY ARE YOU IN THE BACK ROOM?  WHO IS WATCHING THE FRONT?!""",4.0,,,,CFM_658,,,,,NEUTRAL,,RARE,,GANGS,,,"Whenever a friendly minion dies, gain +1 Attack.",MINION,0,9.0,24,0.375
104,Backstab,26.643239975,23.4475002289,,Michael Sutfin,,ROGUE,,1.0,,0.0,180.0,,,,,"It's funny how often yelling ""Look over there!"" gets your opponent to turn around.",,,Unlocked at Level 1.,Unlocked at Level 36.,CS2_072,,,,"{u'REQ_UNDAMAGED_TARGET': 0, u'REQ_MINION_TARGET': 0, u'REQ_TARGET_TO_PLAY': 0}",ROGUE,,FREE,,CORE,,,Deal $2 damage to an undamaged minion.,SPELL,8,17458.0,34682,0.503373507872
105,Backstreet Leper,-14.8492231369,-2.28734254837,,Yewon Park,3.0,NEUTRAL,,1.0,,3.0,40492.0,,,,,Quit playing games with his heart. And his fingers. And foot. It's rude.,1.0,,,,CFM_646,[DEATHRATTLE],,,,NEUTRAL,,COMMON,,GANGS,,,"[x]<b>Deathrattle:</b> Deal 2 damage
to the enemy hero.",MINION,0,19.0,44,0.431818181818
106,Baine Bloodhoof,-18.9688034058,6.21447181702,,,4.0,NEUTRAL,,,,4.0,318.0,,1.0,,,,5.0,,,,EX1_110t,,,,,NEUTRAL,,LEGENDARY,,EXPERT1,,,,MINION,0,20.0,29,0.689655172414
107,Ball of Spiders,-26.152381897,-25.1905517578,,Skan Srisuwan,,HUNTER,,1.0,,6.0,2483.0,,,,,"""THEY'RE EVERYWHERE GET THEM OFF!!!"" - Everyone",,,,,AT_062,,,,{u'REQ_NUM_MINION_SLOTS': 1},HUNTER,,RARE,,TGT,,,Summon three 1/1 Webspinners.,SPELL,2,28.0,83,0.33734939759
108,Ballista Shot,-20.3954677582,-22.8839473724,,,,HUNTER,,,,2.0,2738.0,,,,,,,,,,AT_132_HUNTER,,,,"{u'REQ_STEADY_SHOT': 0, u'REQ_MINION_OR_ENEMY_HERO': 0}",HUNTER,,,,TGT,,,"<b>Hero Power</b>
Deal $3 damage to the enemy hero.",HERO_POWER,2,15.0,33,0.454545454545
109,Bananas,-12.211730957,-11.4876937866,,,,NEUTRAL,,,,1.0,1694.0,,,,,,,,,,EX1_014t,,,,"{u'REQ_MINION_TARGET': 0, u'REQ_TARGET_TO_PLAY': 0}",NEUTRAL,,,,EXPERT1,,,Give a minion +1/+1.,SPELL,0,463.0,926,0.5
110,Bane of Doom,-39.5202140808,-5.11841011047,,Raymond Swanland,,WARLOCK,,1.0,,5.0,23.0,,,,,"My advice to you is to avoid Doom, if possible.",,,,,EX1_320,,,,{u'REQ_TARGET_TO_PLAY': 0},WARLOCK,,EPIC,,EXPERT1,,,"Deal $2 damage to a character. If that kills it, summon a random Demon.",SPELL,3,396.0,829,0.477683956574
111,Barnabus the Stomper,1.16424167156,-38.2119522095,,Sean McNally,8.0,DRUID,,,,5.0,41100.0,,1.0,,,,8.0,,,,UNG_116t,[BATTLECRY],,,,DRUID,BEAST,LEGENDARY,,UNGORO,,,"<b>Battlecry:</b> Reduce the
Cost of minions in your deck to (0).",MINION,5,116.0,197,0.58883248731
112,Barnes,-9.85630607605,0.219380885363,,Garrett Hanna,3.0,NEUTRAL,,1.0,,4.0,39941.0,,1.0,,,"He used to play every part, until Moroes confiscated his Orb of Deception.",4.0,,"Unlocked in the Opera, in One Night in Karazhan.","Crafting unlocked in the Opera, in One Night in Karazhan.",KAR_114,[BATTLECRY],,,,NEUTRAL,,LEGENDARY,,KARA,,,<b>Battlecry:</b> Summon a 1/1 copy of a random minion in your deck.,MINION,0,6951.0,13134,0.529237094564
113,Baron Geddon,-3.64744877815,22.5318927765,,,,NEUTRAL,,,,,2328.0,,,,,,30.0,,,,BRMA05_1,,,,,NEUTRAL,,,,BRM,,,,HERO,0,885.0,1628,0.543611793612
114,Baron Rivendare,-31.4148311615,-24.4323711395,,Ralph Horsley,1.0,NEUTRAL,,1.0,,4.0,1915.0,,1.0,,,There used to be five Horsemen but one of them left because a job opened up in the deadmines and the benefits were better.,7.0,,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",FP1_031,[AURA],,,,NEUTRAL,,LEGENDARY,[DEATHRATTLE],NAXX,,,Your minions trigger their <b>Deathrattles</b> twice.,MINION,0,109.0,223,0.488789237668
115,Barrel Forward,4.26553297043,-3.17622542381,,,,NEUTRAL,,,,1.0,25272.0,,,,,,,,,,LOEA07_21,,,,,NEUTRAL,,,,LOE,,,Get 1 turn closer to the Exit!,SPELL,0,0.0,1,0.0
116,Bash,3.98545217514,35.9922561646,,Dany Orizio,,WARRIOR,,1.0,,3.0,2729.0,,,,,You might think bashing doesn't take a lot of practice.  It doesn't.,,,,,AT_064,,,,{u'REQ_TARGET_TO_PLAY': 0},WARRIOR,,COMMON,,TGT,,,"Deal $3 damage.
Gain 3 Armor.",SPELL,7,3147.0,6291,0.500238435861
117,Battle Axe,-1.64676880836,-9.51367282867,,,2.0,WARRIOR,,,,1.0,1707.0,2.0,,,,,,,,,EX1_398t,,,,,WARRIOR,,,,EXPERT1,,,,WEAPON,7,1.0,1,1.0
118,Battle Rage,9.67499256134,34.3375244141,,Alex Horley Orlandelli,,WARRIOR,,1.0,,2.0,400.0,,,,,"""You won't like me when I'm angry.""",,,,,EX1_392,,,,{u'REQ_MINION_TARGET': 0},WARRIOR,,COMMON,,EXPERT1,,,Draw a card for each damaged friendly character.,SPELL,7,3124.0,6203,0.503627277124
119,Bear Trap,-27.7522373199,-40.1013336182,,Richard Wright,,HUNTER,,1.0,,2.0,2641.0,,,,,"You'll never guess what's in that conveniently bear-sized, bear-smelling box.",,,,,AT_060,[SECRET],,,,HUNTER,,COMMON,[TAUNT],TGT,,,"<b>Secret:</b> After your hero is attacked, summon a 3/3 Bear with <b>Taunt</b>.",SPELL,2,781.0,1709,0.456992393212
120,Bearshark,-33.500743866,-34.459148407,,Grecke,4.0,HUNTER,,1.0,,3.0,42711.0,,,,,"""Candygram.""",3.0,,,,ICC_419,"[CANT_BE_TARGETED_BY_SPELLS, CANT_BE_TARGETED_BY_HERO_POWERS]",,,,HUNTER,BEAST,COMMON,,ICECROWN,,,Can't be targeted by spells or Hero Powers.,MINION,2,697.0,1467,0.47511929107
121,Beckoner of Evil,-2.1706097126,30.7724342346,,Eva Wilderman,2.0,NEUTRAL,,1.0,,2.0,38859.0,,,,,"Here, Evil!  C'mon boy!",3.0,,Unlocked when opening a Whispers of the Old Gods pack.,Crafting unlocked after opening a Whispers of the Old Gods pack.,OG_281,"[BATTLECRY, RITUAL]",,,,NEUTRAL,,COMMON,,OG,,,<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i>,MINION,0,2831.0,6186,0.457646298092
122,Beneath the Grounds,29.4626102448,23.7831058502,,Daren Bader,,ROGUE,,1.0,,3.0,2587.0,,,,,Can you hold these eggs for just a second?  I promise they're not full of giant enraged undead spider things.,,,,,AT_035,,,,,ROGUE,,EPIC,,TGT,,,"Shuffle 3 Ambushes into your opponent's deck. When drawn, you summon a 4/4 Nerubian.",SPELL,8,242.0,513,0.471734892788
123,Bestial Wrath,-25.7611122131,-31.4792232513,,Alex Horley Orlandelli,,HUNTER,,1.0,,1.0,903.0,,,,,"The seething wrath is just beneath the surface.  Beneath that is wild abandon, followed by slight annoyance.",,,,,EX1_549,,,,"{u'REQ_FRIENDLY_TARGET': 0, u'REQ_TARGET_WITH_RACE': 20, u'REQ_TARGET_TO_PLAY': 0}",HUNTER,,EPIC,[IMMUNE],EXPERT1,,,Give a friendly Beast +2 Attack and <b>Immune</b> this turn.,SPELL,2,29.0,66,0.439393939394
124,Betrayal,29.8043727875,22.6157016754,,Lucas Graciano,,ROGUE,,1.0,,2.0,282.0,,,,,"Everyone has a price. Gnomes, for example, can be persuaded by stuffed animals and small amounts of chocolate.",,,,,EX1_126,,,,"{u'REQ_TARGET_TO_PLAY': 0, u'REQ_MINION_TARGET': 0, u'REQ_ENEMY_TARGET': 0}",ROGUE,,COMMON,,EXPERT1,,,Force an enemy minion to deal its damage to the minions next to it.,SPELL,8,105.0,283,0.371024734982
125,Big Bad Wolf,-24.9946727753,-29.0677013397,,Matt Dixon,3.0,HUNTER,,,,2.0,39161.0,,,,,,2.0,,,,KAR_005a,,,,,HUNTER,BEAST,,,KARA,,,,MINION,2,22.0,40,0.55
126,Big Game Hunter,-21.2159690857,-0.516662955284,,Chris Seaman,4.0,NEUTRAL,,1.0,,5.0,1657.0,,,,,Mere devilsaurs no longer excite him.  Soon he'll be trying to catch Onyxia with only a dull Krol Blade.,2.0,,,,EX1_005,[BATTLECRY],,,"{u'REQ_TARGET_IF_AVAILABLE': 0, u'REQ_MINION_TARGET': 0, u'REQ_TARGET_MIN_ATTACK': 7}",NEUTRAL,,EPIC,,EXPERT1,,Destroy a minion with an Attack of 7 or more.,<b>Battlecry:</b> Destroy a minion with 7 or more Attack.,MINION,0,514.0,910,0.564835164835
127,Big-Time Racketeer,37.4631958008,3.23788166046,,A.J. Nazzaro,1.0,NEUTRAL,,1.0,,6.0,40494.0,,,,,"""It'd be a shame if someone disenchanted those Legendaries.""",1.0,,,,CFM_648,[BATTLECRY],,,,NEUTRAL,,COMMON,,GANGS,,,<b>Battlecry:</b> Summon a 6/6 Ogre.,MINION,0,20.0,49,0.408163265306
128,Bilefin Tidehunter,35.2694892883,-15.5612697601,,James Ryman,2.0,NEUTRAL,,1.0,,2.0,38538.0,,,,,Bile actually makes for surprisingly sturdy fins.,1.0,,,,OG_156,[BATTLECRY],,,,NEUTRAL,MURLOC,COMMON,[TAUNT],OG,,,<b>Battlecry:</b> Summon a 1/1 Ooze with <b>Taunt</b>.,MINION,0,3842.0,7662,0.501435656487
129,Binding Heal,-36.1267204285,21.8267745972,,Tyler Walpole,,PRIEST,,1.0,,1.0,41170.0,,,,,"By accepting this healing, you agree to the following terms…",,,,,UNG_030,,,,"{u'REQ_MINION_TARGET': 0, u'REQ_TARGET_TO_PLAY': 0}",PRIEST,,COMMON,,UNGORO,,,Restore #5 Health to a minion and your hero.,SPELL,4,794.0,1469,0.540503744044
130,Bite,3.53873729706,-34.4734458923,,Tom Baxa,,DRUID,,1.0,,4.0,577.0,,,,,Chew your food!,,,,,EX1_570,,,,,DRUID,,RARE,,EXPERT1,,,Give your hero +4 Attack this turn. Gain 4 Armor.,SPELL,5,370.0,750,0.493333333333
131,Biteweed,19.6912059784,16.3796768188,,Craig Elliot,1.0,ROGUE,,1.0,,2.0,41216.0,,,,,AKA Edwin VanLeaf.,1.0,,,,UNG_063,[COMBO],,,,ROGUE,,EPIC,,UNGORO,,,<b>Combo:</b> Gain +1/+1 for each other card you've played this turn.,MINION,8,75.0,142,0.528169014085
132,Bittertide Hydra,-11.3437852859,-31.6635246277,,Mark Gibbons,8.0,NEUTRAL,,1.0,,5.0,41263.0,,,,,It's actually only the middle head that's bitter. The others are sweet and spicy.,8.0,,,,UNG_087,,,,,NEUTRAL,BEAST,EPIC,,UNGORO,,,"Whenever this minion takes damage, deal 3 damage to your hero.",MINION,0,3107.0,6252,0.496960972489
133,Black Bishop,12.9540748596,-4.53759622574,,Zoltan Boros,0.0,NEUTRAL,,,,3.0,39388.0,,,,,,6.0,,,,KAR_A10_06,,,,,NEUTRAL,,,,KARA,,,<b>Auto-Attack:</b> Restore 2 Health to adjacent minions.,MINION,0,0.0,2,0.0
134,Black Knight,12.0891227722,-5.98927593231,,,4.0,NEUTRAL,,,,4.0,39389.0,,,,,,3.0,,,,KAR_A10_07,[CHARGE],,,,NEUTRAL,,,,KARA,,,"<b>Charge</b>.
Can't Attack Heroes.",MINION,0,0.0,4,0.0
135,Black Pawn,6.17760372162,-1.6386744976,,,1.0,NEUTRAL,,,,1.0,39383.0,,,,,,6.0,,,,KAR_A10_01,,,,,NEUTRAL,,,,KARA,,,<b>Auto-Attack:</b> Deal 1 damage to the enemies opposite this minion.,MINION,0,0.0,14,0.0
136,Black Queen,17.1691589355,-8.95034217834,,,4.0,NEUTRAL,,,,7.0,39392.0,,,,,,6.0,,,,KAR_A10_10,,,,,NEUTRAL,,,,KARA,,,<b>Auto-Attack:</b> Deal 4 damage to the enemies opposite this minion.,MINION,0,0.0,1,0.0
137,Black Rook,6.84326934814,1.12690091133,,,2.0,NEUTRAL,,,,3.0,39384.0,,,,,,6.0,,,,KAR_A10_03,,,,,NEUTRAL,,,,KARA,,,<b>Auto-Attack:</b> Deal 2 damage to the enemies opposite this minion.,MINION,0,0.0,2,0.0
138,Black Whelp,-0.577082693577,-13.3054914474,,Jaemin Kim,2.0,NEUTRAL,,,,1.0,2436.0,,,,,,1.0,,,,BRM_022t,,,,,NEUTRAL,DRAGON,COMMON,,BRM,,,,MINION,0,1.0,2,0.5
